Unnamed: 0	t_score_TCvsB6	p-value	log2FC_TCvsB6
Lypd4	1.13786	0.308387	1.051894488
Cyp2c54	1.1363	0.308455	1.050240692
Tnfaip1	1.20743	0.308458	1.06170282
LOC102633188	1.16398	0.308467	1.041916743
Gm10424	1.1688	0.308472	1.100210823
Ccdc96	1.14766	0.308475	1.133677271
Gm22163	1.13592	0.308493	1.111617152
Cyp2b9	1.11283	0.30852	1.063308331
Gm13017	1.11305	0.308542	1.098907536
Gm12789	1.14825	0.308556	1.070756177
Coro2a	1.11662	0.308563	1.047695881
Gm15266	1.12964	0.308568	1.082067126
Ankle1	-1.24636	0.308582	-1.09103
Gm14705	1.25046	0.308607	1.156567927
Dmrtc1a	1.11388	0.308609	1.039572229
Nufip2	-1.15688	0.30861	-1.03187
Phrf1	-1.21171	0.308622	-1.041139999
Gm12440	1.21227	0.308657	1.090810128
Usp46	1.1268	0.308685	1.045881934
Gm9750	1.19334	0.308685	1.062092928
Depdc5	1.1931	0.308724	1.068243101
Lypla1	-1.15806	0.308809	-1.04513
Gm14542	-1.11177	0.308826	-1.04933
Gm15662	1.22731	0.308916	1.211840646
Zdhhc11	1.17995	0.308966	1.085899058
Bbox1	1.12825	0.308983	1.065447865
Osgin1	-1.14448	0.309125	-1.04743
Gm3873	-1.2093	0.309127	-1.1
Aurkc	1.12919	0.309133	1.056241697
Gm14682	-1.22829	0.309143	-1.02775
Gm7421	1.14268	0.309153	1.091437864
Ctsl	1.1115	0.309156	1.104612226
Gm6257	1.13448	0.309205	1.081227417
Gm26659	-1.18964	0.309237	-1.0722
Tmem59	-1.11039	0.30934	-1.051089999
Olfr457	1.13852	0.309351	1.109769455
Gm24127	1.31862	0.309442	1.123554417
Ccdc137	1.14919	0.309451	1.038988726
Rnf217	1.11017	0.309499	1.065359247
Rorb	1.15609	0.309575	1.078323459
Rpl18a	1.11616	0.309624	1.030989757
Gm14005	1.22423	0.309634	1.10099659
Gm3611	-1.31625	0.309646	-1.1781
Ash1l	1.10959	0.309666	1.044729898
Slc35b3	-1.11521	0.309676	-1.0564
Gpt2	1.14198	0.309689	1.061048057
3010001F23Rik	1.14918	0.309691	1.057897609
Cox6a1	-1.11485	0.309703	-1.04965
Gm5215	1.11765	0.309705	1.03619103
Mkl2	1.13574	0.309717	1.059894009
Aadacl3	1.11484	0.309717	1.062468449
Gm5570	1.11337	0.309737	1.074406546
Gm2670	1.24642	0.309741	1.258896782
Gstm2	1.12786	0.309779	1.047761241
Aph1b	1.2155	0.309807	1.079587367
Gm14576	1.15065	0.309808	1.090825249
Gm14790	1.16016	0.309829	1.117225184
Lyg1	1.11565	0.309835	1.052638451
Mbd1	-1.10963	0.309885	-1.03714
Gm24671	1.1661	0.3099	1.132601229
Gm23080	1.1232	0.309912	1.071736318
Rps6-ps3	-1.13225	0.30992	-1.03092
Oaz2-ps	-1.13346	0.309965	-1.03521
Rpl21	1.171	0.309979	1.05311282
Tcea1-ps1	-1.14595	0.309995	-1.055060001
Ttc17	-1.10975	0.31002	-1.051269999
Lce1h	1.1087	0.310026	1.066075785
Gm14409	1.14945	0.310044	1.072382811
Gm26763	1.1396	0.310067	1.062542096
Gm16114	1.10885	0.310077	1.090847933
Cldn24	1.10909	0.310085	1.071721461
Slc9a9	-1.13624	0.310086	-1.08359
Gm25683	1.11179	0.310112	1.090545527
Ksr1	1.12617	0.310115	1.067073831
Map3k9	1.11186	0.310117	1.050845082
4930505N22Rik	1.30569	0.310129	1.1603741
Slc2a4	1.10831	0.310188	1.042747606
Gm6225	1.13268	0.310206	1.078031998
Zc3h4	1.19904	0.31026	1.059879316
BC021891	1.14547	0.310263	1.083748503
Tst	1.12294	0.310334	1.072174702
C230099D08Rik	1.2392	0.310353	1.088627209
Pet100	-1.13171	0.310364	-1.06744
D8Ertd738e	-1.11356	0.310428	-1.05544
A530040E14Rik	-1.23577	0.310478	-1.103850001
Kbtbd13	1.11547	0.310492	1.055985482
Dct	1.15635	0.310497	1.058667832
Pi4ka	1.13054	0.310505	1.047006211
Isg20l2	-1.21876	0.310583	-1.06444
Efcab12	1.14568	0.310588	1.058755893
1700049E17Rik2	1.13088	0.310607	1.070147753
Gm22075	1.11728	0.310607	1.143177954
Gm26102	1.11338	0.310638	1.06329359
Mug-ps1	1.1091	0.31067	1.071951773
Gm16234	-1.11792	0.310699	-1.05025
Oprd1	1.10698	0.310717	1.054252176
Tpgs2	-1.14654	0.31072	-1.066749999
Gfm1	-1.17647	0.310721	-1.06352
Gm24813	-1.10806	0.310747	-1.094560001
Plp2	1.13186	0.310751	1.069465542
Gm23570	1.10684	0.310759	1.129637589
7330404K18Rik	1.11393	0.310852	1.154909656
Gm11474	-1.12353	0.310853	-1.04497
Gm10974	1.15913	0.310858	1.070867512
Gm11359	1.11446	0.310864	1.086418536
Otub1	1.13924	0.310912	1.037491848
Gm14887	1.23073	0.310932	1.123445392
Gm13082	1.2469	0.310956	1.072873514
1700039E15Rik	1.23709	0.310962	1.046157451
Pdcl2	1.17585	0.311011	1.128745315
Gm24059	1.11019	0.311029	1.101370598
Gm11754	1.10666	0.311051	1.059813199
Fam198b	1.13293	0.311059	1.065721149
Vmn1r149	-1.16329	0.311065	-1.13575
Pcnt	-1.12684	0.311076	-1.02464
Gm12866	1.13839	0.311082	1.091566482
Olfr957	1.25911	0.311109	1.147703515
Ak9	1.14313	0.311113	1.071283263
Tada3	1.11707	0.311123	1.071944342
Abcc12	1.14653	0.311127	1.057223208
Fbxo43	1.15412	0.311146	1.085974329
Gm26592	1.13065	0.311185	1.062534732
Tmem181c-ps	1.10842	0.311189	1.160776325
Fbxo9	-1.10873	0.311204	-1.04051
Rgs22	1.10581	0.31127	1.044223115
Skint2	1.10583	0.311272	1.049374763
Vmn2r-ps129	1.15005	0.311274	1.06968054
Gm26340	1.10663	0.311282	1.05643939
Gm25060	1.13323	0.311305	1.16324098
Gm10561	1.1498	0.31131	1.080470737
Pcbp3	1.22126	0.311312	1.0401849
Gm20563	-1.26952	0.311371	-1.092
Gm1988	1.10744	0.311383	1.065558647
4930448K12Rik	1.1619	0.311414	1.109369525
Pxk	1.23405	0.311464	1.094931032
Gm382	-1.16808	0.311478	-1.12547
Bmx	1.11641	0.311503	1.056952102
Actg2	-1.1099	0.311508	-1.09037
Gm14586	-1.11729	0.311513	-1.04408
Siglec5	1.22467	0.311524	1.066918518
Atp10d	-1.12076	0.311536	-1.05717
Frg1	1.14301	0.311562	1.059277072
Gm8832	1.15696	0.311572	1.114185928
Cnih1	1.11488	0.311586	1.053090921
Ufc1	-1.1197	0.311587	-1.0525
Mrpl44	-1.10478	0.3116	-1.0468
Msl2	-1.10485	0.311611	-1.07369
Mir298	1.1057	0.311632	1.115360435
Flt4	1.13308	0.311635	1.051704934
Gm17315	1.12669	0.311646	1.074860923
Naip6	1.10772	0.311648	1.066600567
Adora1	1.15945	0.311662	1.070422243
Gm8324	1.10537	0.311693	1.085394874
Ptcd2	-1.11238	0.311715	-1.05217
Gm25137	1.1169	0.311736	1.200354051
4930579D09Rik	1.17118	0.311758	1.073490929
4930549G23Rik	1.13581	0.311771	1.036104846
H2-L	-1.14596	0.311836	-1.04021
Gm26550	-1.11449	0.311903	-1.02768
Spty2d1	-1.11332	0.311947	-1.04945
Fshb	1.10917	0.311965	1.110331137
Asf1a	-1.15834	0.31203	-1.1184
Gm25800	1.18258	0.312067	1.104145272
Ctnnbl1	-1.15501	0.31209	-1.04432
Gcc2	1.1271	0.312095	1.050015045
Zkscan16	1.10379	0.312105	1.069094958
Gm4398	1.13197	0.312204	1.053930695
Epor	1.11466	0.312205	1.056007441
Gm10591	-1.10404	0.312215	-1.04375
Gm13304	-1.10404	0.312216	-1.04375
Gm13304	-1.10404	0.312216	-1.04375
Defb30	1.15298	0.31225	1.065521719
Rerg	1.1155	0.312297	1.069035676
Pknox2	1.10522	0.312299	1.049418407
Gm13802	-1.11366	0.31231	-1.07916
Lhfpl3	1.1047	0.312355	1.081692175
Lrrc59	-1.18383	0.312369	-1.06427
Eif2ak4	1.12654	0.312443	1.039608259
4932415D10Rik	1.10536	0.312469	1.098602896
Gm21760	1.10519	0.312485	1.116582616
Olfr401	1.13709	0.312501	1.05048095
Vegfa	1.22536	0.312514	1.089072501
Gm11639	1.12136	0.312516	1.036349053
A1bg	1.14985	0.312538	1.053397543
Orly	1.14018	0.312549	1.07872715
Orly	1.14018	0.312549	1.07872715
Orly	1.14018	0.312549	1.07872715
Orly	1.14018	0.312549	1.07872715
Orly	1.14018	0.312549	1.07872715
Orly	1.14018	0.312549	1.07872715
Orly	1.14018	0.312549	1.07872715
Gm13483	-1.10236	0.312559	-1.07187
Tusc1	1.27206	0.312561	1.136123761
Mir701	-1.23724	0.312567	-1.21146
Gm14856	-1.15384	0.312584	-1.07278
Gm10073	-1.15155	0.312644	-1.042890001
Setd4	-1.11274	0.312682	-1.04283
Gm16189	1.17878	0.312717	1.19141828
Arhgap33	1.23226	0.312725	1.051034481
Gm13372	1.16826	0.312741	1.096959301
Gm24039	1.10398	0.312754	1.118069601
Ubap2l	1.13013	0.312797	1.069762102
Gm22840	1.14393	0.31283	1.123281874
Gm26818	-1.14503	0.312847	-1.153140001
Gm25605	1.21999	0.312854	1.079482608
Arfgap3	1.1035	0.312905	1.037376792
Gm24379	-1.1694	0.312921	-1.13164
Gm7117	-1.18952	0.312933	-1.0347
2810407A14Rik	1.10125	0.312999	1.069272822
E130308A19Rik	-1.10274	0.31302	-1.06278
Gm21886	-1.10932	0.313083	-1.12466
Gm26640	-1.16819	0.313109	-1.084449999
Pik3c2b	1.10091	0.313131	1.035831976
RP23-360O1.5	1.21956	0.313144	1.163482894
2-Mar	-1.15011	0.313161	-1.03728
Gm4617	-1.10686	0.313163	-1.03984
Syt12	1.10194	0.313171	1.046012433
Xaf1	1.10152	0.313172	1.076120773
mmu-mir-5124b	-1.11308	0.313241	-1.07093
Gm14154	-1.10701	0.313295	-1.07211
Col6a6	1.10735	0.313346	1.066415755
Reps2	1.10327	0.313347	1.041382451
Lig3	1.13921	0.313434	1.053455958
Prkg1	1.13506	0.313504	1.059578151
Psmg4	1.10969	0.313508	1.084981166
Glt8d1	1.15902	0.313509	1.059093529
Slfn14	1.13393	0.313509	1.113429336
Mir3547	1.12798	0.313512	1.107372039
Rbm7	-1.17307	0.313522	-1.06981
Gm16099	1.17734	0.313533	1.072687615
Tcstv1	-1.21706	0.313567	-1.08015
2810402E24Rik	-1.10964	0.313616	-1.05787
Gm22947	-1.1962	0.31363	-1.09572
Gm15213	1.17953	0.313633	1.081804647
Gm24104	-1.10615	0.313643	-1.05664
Zbed4	1.1352	0.313643	1.080965141
Gimap5	1.11283	0.313682	1.062689406
Mir215	1.10845	0.313684	1.115731589
Itih1	1.1007	0.313701	1.032033642
Siae	-1.10828	0.313781	-1.087560001
Fdft1	-1.18192	0.31379	-1.06056
Mtpap	-1.1032	0.313791	-1.03901
Gm14860	-1.16862	0.313813	-1.097799999
Gm26014	1.16952	0.313859	1.106075602
Gm15742	1.11815	0.313901	1.042126203
Mageb6-ps	1.19753	0.313951	1.079475126
Gm4842	1.11153	0.313983	1.100287086
Gm10632	-1.13447	0.314016	-1.06456
Gm10666	-1.10331	0.314037	-1.13404
Gm26653	1.10234	0.314042	1.121920151
Gpr50	1.10596	0.314109	1.063094614
RP24-456G3.2	1.12495	0.314123	1.067798924
Olfr644	1.10002	0.314136	1.063905492
Gm13878	1.11202	0.314141	1.085899058
Mier2	1.14669	0.314142	1.022300974
Gm15426	1.13447	0.314144	1.097096173
3110018I06Rik	-1.17144	0.314195	-1.116780001
Arhgap22	1.10673	0.314202	1.066674501
Cdc42ep1	1.14551	0.314215	1.051581014
Olfr357	-1.12695	0.314216	-1.06882
Ermard	1.16229	0.314223	1.056673742
LOC101055769	1.10017	0.314227	1.087541157
Prr15l	1.10699	0.314273	1.055414713
Gm11684	1.14646	0.314299	1.071743747
Pim1	-1.09964	0.314307	-1.05645
Ndufaf2	1.137	0.314356	1.063072507
Cd96	-1.113	0.314359	-1.12581
Gm10463	1.10555	0.314377	1.056578531
A530072M11Rik	1.13513	0.31438	1.064111996
Cd99l2	1.11081	0.31441	1.038686298
Vnn1	1.13845	0.314437	1.054412954
Gm14777	1.2708	0.314441	1.10761769
Fastkd5	-1.09822	0.314444	-1.05113
Grk5	1.09914	0.314448	1.067547305
Prom2	1.10768	0.31445	1.075688232
Efcab11	1.10168	0.314454	1.057758295
Pklr	1.09762	0.31448	1.044490956
Spanxn4	-1.10097	0.314498	-1.0367
1700026J12Rik	1.13689	0.314498	1.037283319
Gm14592	1.13597	0.314501	1.085297074
Tia1	-1.13104	0.314528	-1.08452
Gm13464	1.2764	0.314529	1.098930387
Tas2r109	1.13018	0.314538	1.067303144
Luzp4	1.10375	0.314544	1.089434908
Tsku	1.12785	0.314568	1.056893494
Gria4	1.13878	0.314576	1.058190961
Prkd1	1.09819	0.314603	1.077449312
Efcab6	1.14119	0.314618	1.057626331
Nkd1	1.09936	0.314641	1.063684282
Fosb	1.10667	0.314655	1.474770026
D730050B12Rik	1.12595	0.314656	1.08335795
Tram1l1	1.10744	0.314671	1.076381873
Vmn2r-ps86	1.0984	0.314689	1.084996208
Gm12063	1.17278	0.314711	1.070845244
Gm24787	1.25059	0.314716	1.149176185
Misp	1.14019	0.314735	1.050692131
A330076C08Rik	1.1138	0.314843	1.060592168
Olfr1235-ps1	-1.12383	0.314844	-1.06993
Arhgap6	-1.10986	0.314857	-1.05191
Neurl2	1.12699	0.31492	1.051027196
H2-Q8	1.11189	0.314944	1.048843917
Atp6ap1l	1.09745	0.314984	1.078181455
Gm7819	1.2671	0.314986	1.095280204
Gm11375	1.10394	0.315021	1.052404994
1700003H04Rik	1.12374	0.315037	1.069198708
Acsl5	-1.1005	0.315038	-1.06081
Gm13830	1.10978	0.31507	1.066637533
Gm23935	1.10448	0.315096	1.016351897
Gm24119	1.1275	0.315101	1.159915734
Gm21045	1.13968	0.31511	1.076061101
Gm13031	1.09693	0.315121	1.108040028
Ccar1	-1.10794	0.315164	-1.04911
Gm25404	1.11185	0.315173	1.138551855
Nhsl1	1.09701	0.315186	1.041173141
Pgap3	1.20689	0.315187	1.097202641
Gm4761	1.15301	0.315195	1.069687954
Ypel4	1.16734	0.315214	1.083861188
Gm684	1.10503	0.315307	1.140945595
Naa30	-1.10228	0.315379	-1.0721
Ifnk	1.12721	0.315382	1.083906265
Mtmr2	-1.12196	0.315403	-1.03874
4930595D18Rik	1.12855	0.315408	1.094240607
AY512915	1.13537	0.315439	1.080725402
Ppef1	1.09793	0.315456	1.059982172
D630002J18Rik	1.21989	0.315474	1.111124132
Vim	-1.24001	0.315483	-1.10241
Trmt1	1.10088	0.315496	1.034999449
Mir496a	1.09764	0.315502	1.041945631
Gm12251	1.10706	0.315502	1.044078365
Ddb2	-1.11027	0.315549	-1.06046
Gm25792	1.09492	0.315581	1.136793334
Top3a	1.12269	0.315606	1.046665173
Cthrc1	1.12214	0.315671	1.057208552
Rhoj	1.23458	0.315679	1.031440071
Gm5943	1.21359	0.315683	1.142156227
AI606181	-1.15559	0.3157	-1.091240001
Ube2s	-1.16782	0.31572	-1.10641
Gm24794	1.16592	0.315737	1.146343969
Gm17168	1.15171	0.315739	1.122698076
Gm25968	-1.27001	0.315742	-1.19485
Gm25758	1.09533	0.315774	1.129770707
Zfp664	-1.12043	0.315776	-1.05111
Vmn2r-ps118	-1.0957	0.315807	-1.06214
Gm24578	1.14416	0.315829	1.183237761
Gm13094	-1.10148	0.315872	-1.04134
Ranbp9	-1.13204	0.31588	-1.06608
BC051665	1.09441	0.31588	1.082734861
Fert2	1.14111	0.315896	1.05852108
B830012L14Rik	1.09619	0.31591	1.088657392
Gm24877	1.09914	0.315932	1.147775114
Gm27023	1.2584	0.315947	1.103280782
Bend4	1.10365	0.315982	1.080156235
Psmd11	1.17859	0.315985	1.051070908
5033403F01Rik	1.09529	0.316029	1.063492604
Gins3	-1.15043	0.316046	-1.121970001
Tpr	1.09407	0.316048	1.050167898
Gm21655	1.09439	0.316061	1.155630351
Ghrl	1.11554	0.316078	1.065344478
Gm4907	1.13345	0.316099	1.059644253
Gm25621	-1.12751	0.31611	-1.123800001
Gm11348	1.12948	0.316186	1.085011249
Golga1	-1.09345	0.316222	-1.03981
Dlx6	1.14045	0.316276	1.04433893
Gm26856	-1.14754	0.316295	-1.11176
9130401M01Rik	1.27504	0.316311	1.070815554
Gm26892	-1.10252	0.316328	-1.04911
Pld3	1.10802	0.316417	1.042935545
Nkiras1	-1.18655	0.316447	-1.05181
Zfp35	-1.10892	0.316463	-1.08114
Med12	1.13387	0.316472	1.066504461
Gm21903	1.13203	0.316508	1.09892277
Bdnf	1.13264	0.316565	1.069146832
Mad2l1	-1.23552	0.316644	-1.08941
Prss23	1.14361	0.31677	1.070808132
Tmem243	1.12444	0.316774	1.095348533
Atp6v0b	1.09463	0.316792	1.049374763
Prl3c1	1.22398	0.316827	1.058146953
Mir6370	1.15839	0.316846	1.07068196
Gm9887	-1.13407	0.316867	-1.0684
Usp17ld	-1.21445	0.316874	-1.19213
Gm12020	1.12264	0.316878	1.072323347
Gm23445	1.0917	0.316878	1.164079831
Olfr1298	-1.11865	0.316881	-1.05137
Cav3	1.24387	0.316886	1.101179761
Exd1	1.09211	0.31689	1.057237864
Gm8344	1.30369	0.316909	1.190336936
Gm4760	-1.1058	0.316958	-1.03901
Gm9769	1.10871	0.316962	1.077441844
Gm12598	1.12307	0.316962	1.129457512
Zdhhc2	-1.14544	0.31697	-1.093639999
Gm26277	1.1093	0.316976	1.10182874
Sdccag8	-1.12648	0.317051	-1.04805
AU021092	1.11054	0.317054	1.076299806
Gm25810	1.10695	0.317084	1.225193824
Klhl41	1.09313	0.317102	1.073014818
Mup-ps14	-1.09122	0.317109	-1.04348
Gm25160	1.09408	0.317111	1.158324921
Nipal4	1.09099	0.317141	1.033515482
Zfp59	1.12095	0.31715	1.08578616
Polg2	1.0995	0.317154	1.06545525
Fam105a	-1.09218	0.317182	-1.06312
Ptchd1	1.18289	0.317193	1.051646617
Gm10822	-1.1179	0.317255	-1.064410001
Fsip2	1.11125	0.317264	1.057633662
Gm17034	1.09685	0.317286	1.076128232
Gm15151	-1.31185	0.317292	-1.035
Adh6b	-1.13407	0.317319	-1.07737
Pex1	1.09789	0.317319	1.077912447
A130094D17Rik	-1.1109	0.317394	-1.07101
Gm281	1.09591	0.317397	1.061599797
4930474M22Rik	1.14898	0.317409	1.164434912
Pemt	-1.09099	0.317438	-1.0985
Mtfr1l	1.10059	0.317452	1.045773197
Gm11621	1.09953	0.317668	1.159883575
Gm24062	1.17625	0.317701	1.119504246
Pum1	1.09117	0.317722	1.038758297
Traj2	-1.08963	0.317726	-1.05869
Abca2	1.1109	0.31776	1.049760341
Dnaic1	1.10204	0.317863	1.048051783
Gm26468	1.13418	0.317887	1.154909656
Hbb-bh3	1.10352	0.317905	1.117178721
Gm12147	1.09019	0.31791	1.078667334
Pf4	1.26775	0.317922	1.113691769
Yipf7	1.18075	0.317926	1.082022125
Plcb4	1.16176	0.317942	1.104880239
Agbl3	1.09162	0.317947	1.049825831
Olfr1164	-1.13653	0.318014	-1.09298
Rab3il1	1.12511	0.318039	1.074540604
Scn9a	1.09173	0.318066	1.053309928
Tex19.2	-1.14149	0.318072	-1.09484
Cst11	1.12789	0.318119	1.119512006
4930592C13Rik	1.11415	0.318131	1.07387048
Gm22663	1.09174	0.318147	1.098732358
Mcc	1.0885	0.318171	1.045794944
Notch2	1.13838	0.318172	1.063676909
Pdk2	1.10559	0.318178	1.093133801
Gm12951	1.09935	0.318215	1.134392579
Gm23703	1.10734	0.31822	1.096328388
Rims3	1.09318	0.318251	1.053930695
Vmn1r-ps49	1.25145	0.318251	1.076792301
Itm2b	-1.13392	0.318256	-1.03822
Gm5728	1.08893	0.318276	1.129872514
Gm5728	1.08893	0.318276	1.129872514
Tmem92	1.19435	0.318286	1.073007381
Gm10791	1.09312	0.318369	1.08164719
LOC664787	-1.08796	0.318371	-1.048460001
Sgca	1.08853	0.318376	1.059210993
Tsks	1.09213	0.318377	1.058733877
Gm21310	-1.14961	0.318433	-1.132010001
4932435O22Rik	1.11923	0.318433	1.091067229
Gm11973	1.21692	0.318435	1.066253147
Krt39	1.08779	0.318459	1.074101254
Gchfr	1.10024	0.318466	1.073342122
Vmn2r1	1.12977	0.318478	1.078585093
Mir7006	-1.1025	0.318486	-1.11539
Myo3a	1.12174	0.31859	1.050335333
Olfr609	1.11166	0.318611	1.095925706
4930502E09Rik	1.09688	0.31867	1.073788605
Gm17210	-1.08721	0.318679	-1.10083
Ltbp1	1.09673	0.318686	1.035674032
Gm14404	1.09304	0.318734	1.0604672
Lmod1	1.1441	0.318748	1.098465836
Mir3073b	1.09036	0.318758	1.12403737
Apol11a	1.10328	0.318804	1.104811315
Pgrmc1	-1.08885	0.318827	-1.06789
Olfr8	1.08688	0.31884	1.106827197
Gm20730	-1.24347	0.318857	-1.451630001
Zp1	1.12922	0.318869	1.054975869
1700101E01Rik	1.09011	0.318891	1.066290101
Gm24954	-1.25372	0.318894	-1.09019
Gm26791	-1.08837	0.318902	-1.03391
Rnu73b	-1.25319	0.318906	-1.18662
Gm19439	1.10041	0.318934	1.076508716
Gm19357	-1.09417	0.31894	-1.05555
Gng2-ps1	1.17787	0.318944	1.094885496
Gm25074	-1.15522	0.318962	-1.17373
Ywhab	-1.12256	0.319005	-1.03942
Adap2	1.08755	0.319019	1.07780038
Fam186b	1.10182	0.319044	1.077665915
Cldn14	1.08636	0.31905	1.058036941
Gm11430	1.08673	0.319129	1.104788341
Gm24636	-1.12622	0.31913	-1.07699
Mir6364	1.24935	0.319157	1.171543075
Olfr32	1.08604	0.319222	1.167603143
Exd2	1.10323	0.319244	1.033214647
9330161L09Rik	1.12329	0.319249	1.065514333
Omg	1.09141	0.319304	1.095098014
Adam20	1.13163	0.319306	1.047870185
Traf7	-1.09263	0.319339	-1.042890001
Gm26654	1.10098	0.319369	1.087390403
Gm14683	1.11847	0.319385	1.074972684
Myoz2	1.28641	0.319409	1.101721823
A630023A22Rik	1.08782	0.319481	1.119752588
C920006O11Rik	1.10538	0.319496	1.052404994
Myh3	1.10618	0.31951	1.060239356
Rad18	-1.11049	0.319547	-1.06505
Mir6391	1.12886	0.319572	1.095416867
Gm26583	-1.08639	0.319579	-1.06029
Dapk3	1.10797	0.319678	1.0471804
Zfp54	1.10478	0.319679	1.091778355
Slc25a11	-1.08687	0.319694	-1.02894
Gm11242	-1.10536	0.319722	-1.05778
Fam84b	-1.23124	0.319753	-1.09044
Gpr110	1.09702	0.319803	1.047427218
Gm24623	1.12476	0.319818	1.080613043
Gm10337	-1.08556	0.319847	-1.12501
Gm14273	1.13581	0.319866	1.092028115
Zfp442	-1.12242	0.319898	-1.065960001
Hoxd8	1.21835	0.319915	1.099989689
Shank3	1.11943	0.319927	1.05901278
Asb6	1.08671	0.319963	1.022471053
Mir652	1.10303	0.320048	1.135478194
Mir652	1.10303	0.320048	1.135478194
Ddr2	1.09736	0.320057	1.058205631
Cd70	1.1147	0.320073	1.070333211
Frem1	1.08815	0.320077	1.050830515
Upf1	-1.17189	0.320096	-1.035
Gm6872	1.13181	0.320109	1.068931941
Gm25634	1.10612	0.320112	1.109692534
Mir3067	1.10348	0.320122	1.081722167
Laptm5	1.16367	0.320145	1.134046659
Nlrp4g	1.08518	0.320146	1.069354353
4930429F11Rik	1.09947	0.320162	1.086403475
Gm14607	1.10608	0.320194	1.05041542
Tmem55a	1.09526	0.320198	1.044281021
Gm5068	1.08471	0.320212	1.082202141
Gm24154	1.1652	0.320223	1.119232686
Sel1l2	1.12075	0.320242	1.044896466
Gm14243	1.08589	0.320269	1.090621121
Gm23951	1.13291	0.320287	1.13098516
Gm11567	-1.28127	0.320375	-1.23703
Tmem47	-1.24952	0.320382	-1.05889
Sdf4	-1.12721	0.32039	-1.02724
5031415H12Rik	-1.10444	0.320459	-1.02993
Gm26015	1.09362	0.32046	1.105132996
Gm15348	-1.13112	0.320464	-1.10261
Mir196a-2	1.08282	0.320478	1.139759947
Gm6252	1.11563	0.320483	1.062564192
Rpl26	1.08707	0.320485	1.041194792
Gm24412	-1.08336	0.320492	-1.158550001
Cyp2c44	1.11657	0.320498	1.065255869
Gm13308	1.1062	0.320506	1.087548696
Gm21953	1.1062	0.320506	1.087548696
Gm12736	1.08475	0.320616	1.05003688
Rpl3-ps1	-1.09412	0.320622	-1.04515
4933411O13Rik	1.13266	0.320644	1.072977631
Gm13145	-1.23449	0.320657	-1.04967
Ccl1	-1.10249	0.320664	-1.04689
Gm13139	-1.09302	0.32071	-1.09138
Olfr181	1.08688	0.320736	1.087337643
Trav7-2	-1.26824	0.320741	-1.14193
Gm23842	1.08222	0.320754	1.059548774
Rmst	1.08297	0.320778	1.042429632
Usp43	1.10996	0.320788	1.042610287
Gm12326	1.15169	0.32087	1.078921574
Prrt3	1.08256	0.320873	1.063323071
Rps19-ps9	-1.08794	0.320897	-1.0497
Lipk	1.08167	0.320947	1.050022324
Gm22158	1.12966	0.321007	1.12395946
Foxe1	-1.08163	0.321023	-1.0475
Cgref1	1.08654	0.32104	1.046092191
Gm25243	-1.13247	0.321059	-1.07389
Gm23261	1.08888	0.321061	1.075501845
9630013A20Rik	1.1171	0.321091	1.052485239
Xk	1.17379	0.321119	1.057391768
Prokr2	1.21155	0.321123	1.074466126
Gabrg1	1.08612	0.321159	1.050124223
Josd1	-1.08546	0.321204	-1.061569999
Gm15754	-1.12	0.321208	-1.08221
LOC102640843	1.1593	0.321241	1.038722297
Zfp407	-1.16417	0.321249	-1.07074
Gm26174	-1.11259	0.321249	-1.0524
Sod2	1.11684	0.321262	1.041714546
Ddx3x	-1.22264	0.321269	-1.06801
Obscn	1.08169	0.321274	1.06011443
Gm16273	1.13011	0.321286	1.097955817
A730061H03Rik	1.08175	0.321309	1.139752047
Ercc6	-1.09158	0.321362	-1.04656
Defb18	-1.09614	0.321385	-1.03812
Cdk3-ps	1.08914	0.321456	1.057201224
Ppfia4	1.10215	0.321483	1.051595592
Gm9947	-1.11203	0.321515	-1.03991
Vmn2r86	-1.08416	0.321517	-1.05023
Gm14099	-1.19078	0.321524	-1.095949999
Rhox2g	1.09025	0.321533	1.079385341
Gm20815	-1.08318	0.321557	-1.0453
Gm22428	-1.10621	0.321576	-1.12407
Gm20525	1.11828	0.32158	1.169863333
Gm23024	1.0851	0.321587	1.053740774
Arap3	1.08456	0.321691	1.045620985
Gm12316	1.11231	0.321692	1.075412391
Pcgf5	-1.16011	0.321715	-1.04608
Scgb2b25-ps	-1.08288	0.321716	-1.10843
Ptcd3	-1.096	0.321731	-1.06417
Kmt2c	1.08122	0.321757	1.069332117
Gm24751	1.08201	0.321768	1.114023758
Coq9	1.0864	0.321779	1.030346793
Tmprss11d	1.10676	0.3218	1.05488081
Mir6982	1.08215	0.321805	1.085003728
Olfr118	1.12724	0.32182	1.139262342
Vta1	-1.08586	0.321855	-1.04888
4930592A05Rik	1.08716	0.321886	1.089517976
Gm10086	-1.0882	0.321897	-1.022159999
Lta	-1.12539	0.321916	-1.100730001
