gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,TC1-Tfh,TC2-Tfh,TC4-Tfh
RP24-421E18.5,0,0,0,0,4,2,2
RP24-421E18.7,0,0,0,1,1,1,1
RP24-421E18.8,2,0,1,0,3,2,3
RP24-427G24.5,1,0,0,0,0,0,0
RP24-428N8.5,26,15,29,25,29,40,39
RP24-434E24.5,0,0,0,0,0,0,0
RP24-435H23.1,1,0,0,0,0,1,0
RP24-441E22.1,0,1,0,1,1,1,1
RP24-441G10.1,1,0,0,1,0,0,0
RP24-443E20.4,0,0,0,0,0,0,0
RP24-445F15.1,1,0,1,1,0,0,0
RP24-445F15.2,0,0,0,0,0,0,0
RP24-445M20.2,1,1,1,0,0,1,0
RP24-445M20.3,0,0,0,1,0,0,0
RP24-447O5.2,0,0,0,0,0,0,0
RP24-448C16.5,1,0,1,0,0,2,0
RP24-448C16.7,1,2,1,0,0,1,0
RP24-448C16.9,0,0,0,0,0,0,0
RP24-450N10.1,0,0,5,1,0,0,0
RP24-450N10.3,3,2,3,2,12,11,13
RP24-456B4.2,0,0,1,0,0,0,0
RP24-457B22.2,0,1,0,0,1,0,0
RP24-457B22.3,0,1,1,0,0,1,0
RP24-461L18.3,1,0,0,0,1,0,2
RP24-465E5.1,1,0,2,1,2,0,3
RP24-465E5.2,1,0,1,0,0,0,0
RP24-468O24.5,0,0,0,0,0,0,0
RP24-470E5.3,1,1,0,0,0,1,0
RP24-470E5.4,20,9,12,22,15,15,7
RP24-470E5.9,92,81,73,90,103,99,78
RP24-471B15.3,0,0,0,0,0,0,0
RP24-473H20.4,0,0,0,0,0,0,0
RP24-478I22.8,14,4,9,11,9,9,14
RP24-481E4.4,1,0,0,0,0,0,1
RP24-487F9.4,101,131,87,96,47,52,65
RP24-492O4.5,6,1,3,2,1,1,2
RP24-492O4.8,0,0,0,0,2,1,0
RP24-492O4.9,3,6,1,1,0,4,2
RP24-493L18.4,0,0,0,0,0,0,0
RP24-496C22.5,0,0,0,0,0,0,0
RP24-496C22.6,0,0,0,0,0,0,0
RP24-499N22.1,0,0,0,0,0,0,1
RP24-500I24.2,9,2,1,1,6,2,3
RP24-500I24.3,11,3,5,3,5,6,6
RP24-500I24.4,229,157,211,219,239,238,292
RP24-500I24.5,0,0,4,2,1,2,5
RP24-500I24.6,68,74,52,68,135,104,115
RP24-500I24.7,205,266,177,206,81,93,115
RP24-503L4.2,0,0,0,0,0,0,0
RP24-503L4.3,69,34,56,52,129,146,119
RP24-503L4.4,41,18,24,26,78,119,84
RP24-503P15.7,0,0,0,0,0,0,0
RP24-506B15.1,0,0,0,0,0,0,0
RP24-506B15.2,3,4,3,2,6,1,2
RP24-506B15.3,1,1,2,1,4,0,4
RP24-510G5.6,0,0,0,0,0,0,0
RP24-511F2.1,7,4,3,0,3,3,5
RP24-511F2.2,2,2,0,2,6,5,7
RP24-511F2.3,78,63,58,88,122,138,137
RP24-511F2.4,30,21,27,22,18,15,33
RP24-512E12.1,0,0,0,0,0,0,0
RP24-512F21.1,1,2,0,0,1,1,2
RP24-529E15.1,0,0,0,2,0,0,2
RP24-529E15.3,0,2,2,0,2,1,0
RP24-535K22.2,0,0,1,0,0,0,0
RP24-535M14.1,0,0,0,0,0,0,1
RP24-535M14.2,0,0,0,0,0,1,1
RP24-537K9.1,5,10,2,5,4,4,3
RP24-539I8.1,0,0,0,0,0,0,1
RP24-540G23.3,0,0,1,0,0,0,0
RP24-543J12.4,0,0,0,0,0,0,0
RP24-544J6.3,1,0,0,0,0,1,0
RP24-544J6.4,8,5,9,10,9,6,5
RP24-544J6.7,0,0,0,0,1,0,1
RP24-547J21.3,0,0,0,0,0,0,0
RP24-547J21.4,0,1,0,0,0,0,0
RP24-549I13.1,0,0,0,0,0,0,0
RP24-549J13.2,1,0,1,0,0,0,0
RP24-555M20.3,1,0,0,0,2,1,0
RP24-555M20.4,0,0,0,0,0,0,0
RP24-555M20.5,6,7,2,4,7,7,14
RP24-555M20.7,0,0,0,0,0,0,0
RP24-555P13.2,0,0,0,0,1,0,0
RP24-555P13.4,0,0,0,2,1,3,2
RP24-556H22.3,0,0,0,0,0,1,0
RP24-559G13.2,0,1,2,0,0,2,1
RP24-559P3.1,0,0,0,0,0,0,0
RP24-565B3.2,7,2,6,7,4,5,10
RP24-565B3.3,0,1,0,0,4,7,3
RP24-565B3.4,1,1,0,0,0,2,1
RP24-567O8.3,42,31,39,30,19,15,38
RP24-571N6.2,0,0,0,0,0,0,0
RP24-61O18.1,0,0,0,0,0,0,0
RP24-61O18.3,0,0,0,0,0,0,0
RP24-63G23.2,0,0,1,0,0,0,1
RP24-63O24.1,0,0,0,0,0,1,0
RP24-68G17.2,16,6,13,16,22,28,32
RP24-68G17.3,23,10,12,13,47,35,34
RP24-70L3.3,0,0,0,0,0,0,0
RP24-76K4.1,0,0,0,0,1,0,0
RP24-79A6.9,0,0,0,0,0,0,0
RP24-79O7.3,0,0,0,0,0,0,0
RP24-80F7.3,0,0,0,0,0,0,0
RP24-80F7.5,2,1,2,0,0,1,2
RP24-80F7.6,2,2,2,1,0,3,2
RP24-80F7.8,0,0,0,0,0,0,0
RP24-81J14.1,0,0,1,2,0,0,0
RP24-82B23.5,6,10,6,4,11,7,5
RP24-83G17.2,0,0,0,0,0,0,0
RP24-86C15.1,0,1,0,1,0,1,3
RP24-86E4.1,5,1,0,0,1,0,0
RP24-86I23.4,14,11,7,17,23,21,41
RP24-87P2.3,0,0,0,0,0,0,0
RP24-89C11.2,0,0,0,0,0,0,0
RP24-89D17.3,0,0,0,0,0,0,0
RP24-95J4.1,7,3,6,3,8,3,4
RP24-95O4.1,0,0,0,0,0,0,0
RP24-95O4.5,0,0,0,0,0,0,0
RP24-97G6.1,3,0,2,0,0,0,3
Rab1,2265,2332,2138,2139,1678,1358,1707
Rab10,4529,4600,4357,4511,3592,3268,3622
Rab10os,761,726,790,765,972,809,787
Rab11a,1216,1202,1220,1079,972,769,1000
Rab11b,2341,2408,2390,2268,2183,1847,2303
Rab11b-ps2,9,7,9,7,3,3,1
Rab11fip1,1758,1533,1651,1617,1183,1158,1248
Rab11fip2,740,539,601,577,758,634,754
Rab11fip3,668,647,757,681,869,727,900
Rab11fip4,3318,2910,3087,3379,3022,2797,3183
Rab11fip4os1,0,2,1,0,1,2,0
Rab11fip4os2,0,0,0,1,0,0,1
Rab11fip5,183,148,145,127,133,90,143
Rab12,457,490,475,443,627,548,641
Rab13,2,2,0,2,3,1,1
Rab14,3210,3149,3212,3102,3559,3306,3670
Rab15,0,0,0,0,1,1,2
Rab17,1,1,1,1,1,0,1
Rab18,1536,1550,1468,1429,1352,1055,1329
Rab19,731,838,719,780,583,553,589
Rab1b,3109,3537,3059,3164,2308,1898,2226
Rab20,206,272,214,186,180,171,176
Rab21,1744,1608,1749,1653,1294,1258,1357
Rab22a,1787,1711,1845,1934,1786,1585,1881
Rab23,364,351,369,380,412,316,378
Rab24,924,1099,981,1095,988,852,1025
Rab25,1,2,4,2,2,4,1
Rab26,119,82,93,94,87,58,83
Rab26os,21,9,15,15,18,18,10
Rab27a,2948,3192,3170,3228,2648,2043,2533
Rab27b,1,0,0,0,0,0,0
Rab28,515,464,484,468,355,350,416
Rab29,270,297,256,267,208,166,187
Rab2a,1469,1662,1483,1578,1054,951,1090
Rab2b,544,498,496,463,440,343,520
Rab30,1,0,1,1,1,0,1
Rab31,151,115,136,100,134,81,111
Rab32,101,111,86,90,95,85,104
Rab33a,6,6,6,4,2,4,7
Rab33b,812,792,710,761,705,566,767
Rab34,0,1,0,0,0,0,0
Rab35,2020,2514,2299,2377,1894,1627,1828
Rab36,100,40,60,49,51,39,43
Rab37,4349,4294,3496,3567,3462,3140,3982
Rab38,1,0,1,0,1,1,0
Rab39,2,3,4,4,2,2,1
Rab39b,278,259,311,250,240,194,243
Rab3a,155,184,166,152,193,143,182
Rab3b,2,0,2,0,1,0,2
Rab3d,323,327,313,297,222,215,222
Rab3gap1,2714,2425,2536,2466,2405,2162,2562
Rab3gap2,1678,1542,1521,1486,1276,1221,1477
Rab3il1,1,2,2,0,0,0,0
Rab3ip,398,469,446,427,423,395,433
Rab40b,0,0,0,0,0,0,0
Rab40c,651,659,628,563,643,522,604
Rab42,1,7,4,0,3,2,3
Rab43,3145,2966,3333,2986,2535,1978,2526
Rab44,0,8,0,0,0,0,0
Rab4a,17,10,13,9,95,88,88
Rab4b,62,54,54,60,64,74,82
Rab5a,840,915,900,867,736,698,819
Rab5b,1545,1470,1557,1432,1147,956,1106
Rab5c,3697,4267,3651,3713,2930,2585,3081
Rab6a,1422,1574,1580,1520,1285,1136,1318
Rab6b,1972,1928,1763,2398,1923,1421,1832
Rab7,3205,3629,3473,3435,2499,2215,2668
Rab7b,3,1,1,0,0,0,0
Rab8a,2578,2994,2702,2702,2316,1936,2278
Rab8b,6731,6991,6481,6799,4595,4867,5125
Rab9,290,329,305,299,242,197,255
Rab9b-ps1,0,0,0,0,0,0,0
Rabac1,1960,2440,2233,1925,1509,1220,1379
Rabep1,1183,1187,1167,1139,1068,1024,1274
Rabep2,842,877,789,877,885,797,979
Rabepk,387,421,372,390,304,258,308
Rabgap1,1337,1190,1283,1250,1033,959,1188
Rabgap1l,8424,6902,7658,7019,7710,7280,7769
Rabgef1,760,743,784,740,761,668,814
Rabggta,1243,1242,1027,1178,1253,930,1275
Rabggtb,684,802,752,814,835,683,796
Rabif,944,955,852,865,667,575,707
Rabl2,31,30,23,22,17,14,28
Rabl3,278,239,208,254,212,233,275
Rabl6,1369,1360,1352,1378,1543,1340,1489
Rac1,5362,6155,5397,5613,4101,3702,4153
Rac2,30216,35493,31380,32896,25742,22195,26159
Rac3,11,18,15,18,14,13,14
Racgap1,459,556,476,546,446,385,423
Rad1,492,600,502,512,340,256,333
Rad17,610,597,582,629,521,443,513
Rad18,683,590,651,574,399,337,487
Rad21,5010,5163,5150,4963,4150,3606,4318
Rad21l,0,0,0,0,2,0,0
Rad23a,1336,1486,1326,1405,1099,864,1200
Rad23b,2573,2707,2427,2371,1686,1425,1710
Rad50,1223,1126,1271,1205,1132,988,1280
Rad51,98,93,80,79,55,56,85
Rad51ap1,36,18,30,36,19,18,28
Rad51b,3,4,2,8,4,4,0
Rad51c,34,53,38,47,59,55,60
Rad51d,787,741,770,757,693,642,734
Rad52,402,465,465,482,434,376,483
Rad54b,21,22,19,14,17,22,24
Rad54l,70,52,59,70,39,42,51
Rad54l2,1392,1126,1253,1165,1187,1109,1358
Rad9a,852,1091,987,998,898,828,958
Rad9b,141,100,108,90,158,141,171
Radil,0,0,0,0,0,0,0
Rae1,1222,1336,1188,1243,1143,939,1206
Raet1d,2,4,1,4,0,0,2
Raf1,8567,6828,8389,7645,7987,5921,9324
Rag1,0,0,0,0,1,0,1
Rag2,0,0,0,0,1,0,1
Rai1,2542,2110,2551,2524,2881,2683,2844
Rai14,40,24,28,35,33,47,24
Rai2,6,1,5,0,1,1,3
Rala,564,696,583,594,435,407,501
Ralb,368,389,354,361,236,237,277
Ralbp1,2247,2394,2494,2401,2087,1839,2213
Ralgapa1,2766,2196,2679,2260,2407,2213,2770
Ralgapa2,1501,1226,1439,1495,1550,1312,1741
Ralgapb,3435,3063,3363,3288,3192,2965,3356
Ralgds,1378,1148,1243,1033,1207,1012,1159
Ralgps1,774,633,773,718,982,769,922
Ralgps2,696,790,726,876,1096,980,1037
Raly,3488,4504,3745,4234,3022,2788,2928
Ralyl,25,18,30,23,19,18,15
Ramp1,1434,1464,1176,1092,715,799,836
Ramp2,0,0,0,0,0,1,0
Ramp3,113,253,148,193,88,88,98
Ran,1926,2285,2062,2006,1349,1174,1451
Ranbp1,1047,1261,1067,1068,840,700,784
Ranbp10,1448,1438,1452,1522,1612,1593,1521
Ranbp17,4,1,1,0,1,2,4
Ranbp2,6059,4623,5523,5141,4725,4254,4967
Ranbp3,2047,2245,2120,2177,2153,1947,2180
Ranbp6,993,965,1019,887,838,746,899
Ranbp9,2545,2746,2649,2700,2734,2433,2647
Rangap1,2725,3077,2864,3085,2447,2136,2252
Rangrf,47,41,45,52,23,23,27
Rap1a,3084,3516,3157,2957,2347,2144,2413
Rap1a-ps2,0,0,0,0,0,0,0
Rap1b,5601,6566,5718,5718,4147,3936,4128
Rap1gap,181,270,233,336,304,206,406
Rap1gap2,125,248,169,153,143,132,179
Rap1gapos,0,0,1,1,0,0,0
Rap1gds1,3915,4123,3877,4421,2948,2849,3195
Rap2a,208,204,167,152,124,95,107
Rap2b,1197,1214,1129,1195,896,873,991
Rap2c,2616,2546,2531,2250,2024,1830,2089
Rapgef1,9490,8268,8651,8554,8167,7143,8338
Rapgef2,1202,1098,1097,1127,1286,984,1197
Rapgef3,4,7,7,5,12,3,2
Rapgef3os2,0,0,0,0,0,0,0
Rapgef4,108,168,116,135,150,182,129
Rapgef4os2,0,0,0,0,0,0,0
Rapgef4os3,0,0,0,0,0,0,0
Rapgef5,277,176,284,198,232,156,209
Rapgef6,6287,5952,6527,6149,6874,6274,7936
Rapgefl1,10,8,7,4,7,9,3
Raph1,768,659,879,821,938,879,1143
Rapsn,46,48,28,48,5,7,4
Rara,785,794,780,706,621,651,633
Rarb,0,0,1,0,1,0,0
Rarg,2248,2022,1986,1823,1701,1725,2056
Rarres1,1,0,0,0,0,0,0
Rarres2,0,1,1,0,0,0,0
Rars,1116,1263,1132,1143,801,767,917
Rars2,484,423,420,488,413,329,422
Rasa1,4531,4368,4601,4847,4708,4576,4956
Rasa2,1937,1749,1770,1893,1768,1786,1993
Rasa3,4742,6023,5476,5384,4613,3927,4777
Rasa4,16,19,22,13,23,34,15
Rasal1,464,559,370,557,341,419,360
Rasal2,5,0,5,3,9,6,6
Rasal3,11538,14435,13178,15802,16115,15756,17339
Rasd1,1,3,0,0,18,9,9
Rasd2,2,6,1,5,5,3,3
Rasgef1a,356,388,414,418,507,419,507
Rasgef1b,37,26,24,31,35,55,50
Rasgef1c,0,1,1,1,1,0,2
Rasgrf1,278,116,219,101,497,125,271
Rasgrf2,183,142,156,138,16,14,10
Rasgrp1,3843,4307,3307,4285,2427,3147,2556
Rasgrp2,853,1773,1059,1549,1653,2020,1536
Rasgrp3,7,2,5,6,1,2,3
Rasgrp4,112,85,121,75,51,79,66
Rasip1,11,11,8,5,3,6,1
Rasl10a,3,4,3,1,0,0,0
Rasl10b,2,0,0,0,0,0,1
Rasl11a,206,153,163,218,169,100,148
Rasl11b,12,12,9,4,9,10,5
Rasl12,1,2,1,0,0,1,0
Rasl2-9,1,0,0,1,0,0,0
Rassf1,909,1082,902,960,1005,867,935
Rassf10,11,15,12,11,5,14,12
Rassf2,7176,7289,7430,7644,6217,5599,6890
Rassf3,740,728,720,763,450,491,514
Rassf4,74,61,84,61,63,48,61
Rassf5,10161,10522,10467,10446,9264,8288,9545
Rassf6,168,107,142,118,306,139,339
Rassf7,227,243,249,233,158,116,170
Rassf8,141,117,127,53,120,87,211
Raver1,4339,4534,4339,4484,4020,3654,4086
Raver2,4,28,1,19,2,3,1
Rb1,2174,1878,2299,2044,2686,2035,2660
Rb1cc1,2019,1844,2000,1970,1933,1680,1893
Rbak,515,453,473,456,624,497,620
Rbakdn,3,4,2,2,0,1,1
Rbbp4,4762,5325,4764,4684,4004,3475,4205
Rbbp5,1527,1484,1442,1460,1416,1408,1564
Rbbp6,3981,3437,3962,3780,4357,3815,4397
Rbbp7,3123,3464,3141,3140,2544,2163,2616
Rbbp8,301,310,331,286,274,240,294
Rbbp9,262,235,203,237,192,169,244
Rbck1,5079,5298,5083,5383,5403,4829,5537
Rbfa,477,560,467,525,407,394,443
Rbfox1,0,0,0,0,0,0,0
Rbfox2,19,22,36,8,28,29,30
Rbfox3,0,0,0,0,0,0,0
Rbks,110,107,118,112,90,69,93
Rbl1,1643,1593,1642,1572,1539,1329,1620
Rbl2,4998,4639,4658,4596,3642,3414,3777
Rbm10,1802,2012,1847,2168,2105,1942,2213
Rbm11,59,55,56,49,70,54,74
Rbm12,591,628,599,631,488,436,555
Rbm12b1,407,373,402,471,357,322,432
Rbm12b2,439,525,471,516,489,485,551
Rbm14,1000,1150,1223,1274,1091,1049,1178
Rbm15,1378,1104,1407,1241,1498,1393,1493
Rbm15b,1452,1487,1513,1523,1137,998,1256
Rbm17,1323,1484,1391,1374,1228,1159,1266
Rbm18,1016,1050,937,1067,896,726,897
Rbm19,650,630,587,593,499,485,618
Rbm20,2,6,6,3,7,5,5
Rbm22,2092,2321,2074,2121,2057,1834,2088
Rbm24,0,1,0,0,1,2,4
Rbm25,5747,5024,5050,5234,6909,6407,7603
Rbm26,2103,1691,1907,1961,2190,2155,2417
Rbm27,1895,1689,1809,1771,1756,1701,1794
Rbm28,1391,1502,1489,1571,1755,1829,2153
Rbm3,4761,4371,4211,3813,2947,2353,2496
Rbm33,4364,3416,4005,3827,5644,5267,5843
Rbm34,607,566,525,560,561,518,570
Rbm38,3556,3909,3377,3520,3314,3205,3199
Rbm39,10558,11145,10964,11349,12687,11603,13232
Rbm3os,6,13,15,4,9,10,7
Rbm4,136,90,110,96,114,125,141
Rbm41,408,306,374,315,437,372,495
Rbm42,2,4,5,4,14,5,9
Rbm43,967,1095,929,1044,808,687,864
Rbm44,11,33,13,25,28,49,51
Rbm45,850,969,833,832,635,567,725
Rbm47,6,5,2,8,1,3,5
Rbm48,411,492,434,456,440,417,475
Rbm4b,598,655,616,677,607,483,715
Rbm5,6481,6202,6404,6784,7817,7254,8338
Rbm6,2476,2519,2472,2637,2793,2507,2880
Rbm6-ps1,7,5,7,3,2,2,4
Rbm6-ps2,0,0,0,0,0,0,0
Rbm7,1488,1652,1483,1430,1170,1145,1203
Rbm8a,1013,1244,992,1041,796,669,798
Rbms1,1529,1501,1485,1501,1714,1568,1665
Rbms2,1455,1543,1579,1443,1149,963,1326
Rbmx,2048,1865,1968,1923,1620,1564,1960
Rbmx2,186,154,156,156,149,127,142
Rbmx2-ps,0,0,0,1,0,0,0
Rbmxl1,260,287,295,277,187,183,205
Rbp1,4,5,3,7,4,7,3
Rbp4,0,0,0,0,0,0,1
Rbp7,0,0,2,0,0,1,0
Rbpj,1689,1404,1712,1422,1168,1197,1492
Rbpjl,0,0,0,0,0,0,0
Rbpms,32,23,38,13,30,30,38
Rbpms2,0,2,2,0,3,2,3
Rbpsuh-ps1,0,0,0,0,0,0,0
Rbpsuh-rs3,13,7,12,6,14,6,6
Rbsn,806,769,801,810,815,780,830
Rbx1,809,924,803,835,658,514,652
Rc3h1,2461,1993,2490,2449,2668,2544,2749
Rc3h2,2201,1768,2119,2013,2426,2370,2641
Rcan1,418,378,402,420,331,299,420
Rcan2,0,0,0,0,1,0,0
Rcan3,965,901,1003,943,767,604,848
Rcbtb1,1737,1753,1740,1845,1685,1446,1799
Rcbtb2,935,1038,828,856,625,608,837
Rcc1,347,357,270,322,235,253,247
Rcc2,3947,4182,4008,4091,3568,3289,3823
Rccd1,562,546,460,504,508,448,602
Rce1,658,691,613,618,567,473,528
Rchy1,1352,1406,1317,1355,1382,1225,1375
Rcl1,923,753,795,766,553,436,544
Rcn1,483,445,515,482,422,369,406
Rcn2,682,690,755,619,393,428,440
Rcn3,20,23,9,15,14,7,10
Rcor1,2289,2180,2233,2329,2430,2195,2588
Rcor2,58,61,44,62,51,37,60
Rcor3,540,508,570,509,755,707,761
Rcsd1,3679,4196,3685,3947,3119,3220,3310
Rd3,41,37,36,19,6,4,11
Rdh1,38,16,25,22,27,11,21
Rdh10,234,272,237,269,312,245,261
Rdh11,716,648,644,633,523,414,475
Rdh12,360,370,395,372,287,267,305
Rdh13,299,304,276,281,201,200,243
Rdh14,375,396,364,355,255,217,282
Rdh16,2,1,0,0,0,0,1
Rdh5,83,98,80,104,107,136,156
Rdh9,3,3,2,3,3,1,6
Rdm1,622,777,651,644,528,448,587
Rdx,2428,2508,2344,2229,1827,1929,1865
Rec114,5,0,0,0,0,1,1
Rec8,566,495,503,482,471,599,499
Reck,162,151,148,112,116,136,160
Recql,842,974,798,914,831,760,943
Recql4,102,102,73,93,95,90,100
Recql5,693,715,634,735,625,566,764
Recql5os1,0,0,0,0,0,0,0
Redrum,0,0,0,0,0,0,0
Reep1,359,145,293,144,210,131,200
Reep2,231,223,220,207,269,175,302
Reep3,2256,1668,2225,2002,1796,1528,1854
Reep4,583,668,545,617,541,514,542
Reep5,1317,1622,1420,1356,836,886,922
Reep6,5,2,4,4,1,4,1
Reg1,0,0,0,0,0,0,0
Reg3d,0,0,0,0,0,0,0
Rel,3274,2227,2776,2416,2535,2617,2741
Rela,3555,3657,3599,3401,3300,2734,3202
Relb,2642,2107,2221,1957,1402,1294,1630
Rell1,383,394,357,377,71,73,60
Rell2,87,86,66,94,71,72,78
Reln,5,2,4,2,0,0,2
Relt,441,487,416,460,376,434,389
Rem1,1,1,2,0,1,0,0
Rem2,7,3,9,5,11,13,10
Renbp,156,109,133,113,106,74,113
Rep15,1,2,0,3,1,1,2
Repin1,356,314,310,292,234,169,258
Reps1,3418,3304,3272,3071,3393,3125,3429
Reps2,0,1,0,0,0,0,0
Rer1,2051,2560,2129,2230,1627,1444,1718
Rere,4829,4363,4972,4968,6220,5196,6066
Rerg,0,0,1,0,1,4,0
Rest,2539,2060,2352,2419,2154,1802,2252
Ret,9,17,20,19,7,15,4
Retn,0,0,0,0,0,0,0
Retnlg,2,4,0,0,0,0,0
Retsat,105,74,77,68,55,40,53
Rev1,516,535,517,572,578,612,539
Rev3l,2699,2009,2445,2301,2460,2193,2510
Rexo1,2503,2551,2513,2631,2914,2670,3057
Rexo2,745,1036,840,904,690,630,680
Rexo4,1237,1417,1297,1461,1373,1296,1521
Rfc1,1429,1379,1278,1407,1417,1197,1520
Rfc2,1161,1233,1086,1133,1090,937,1220
Rfc3,290,316,271,272,223,213,247
Rfc4,189,188,160,182,123,109,125
Rfc5,454,473,464,434,336,298,340
Rfesd,271,295,223,227,238,203,251
Rffl,421,418,441,385,349,339,370
Rfk,1214,1298,1158,1117,956,812,984
Rfng,342,414,369,434,383,360,397
Rft1,312,282,259,276,246,207,307
Rftn1,1199,1379,1113,1373,875,964,921
Rftn2,86,98,85,83,65,63,85
Rfwd2,420,450,408,429,340,272,325
Rfwd3,1090,1079,1061,1105,823,771,901
Rfx1,2347,2549,2428,2524,3102,2668,3139
Rfx2,74,87,81,77,77,78,75
Rfx3,491,385,544,516,595,605,722
Rfx4,0,0,0,0,0,0,0
Rfx5,1556,1169,1242,1243,1421,1423,1500
Rfx7,3272,2876,3001,3139,3591,3386,3566
Rfx8,4,3,2,2,2,1,2
Rfxank,958,947,838,862,725,627,679
Rfxap,390,412,406,379,287,259,306
Rgag1,0,0,1,0,0,1,0
Rgag4,203,168,184,146,130,107,113
Rgcc,175,276,194,212,153,115,153
Rgl1,79,53,52,42,36,50,66
Rgl2,2593,2956,2461,2846,3148,3112,3389
Rgl3,1,0,0,0,0,0,0
Rgma,3,0,1,0,0,0,0
Rgmb,43,47,38,48,81,54,64
Rgn,0,0,0,0,0,0,0
Rgp1,2186,1958,1931,1900,2115,1917,2246
Rgr,0,0,0,0,0,0,0
Rgs1,1139,1237,1127,1218,3727,4003,2397
Rgs10,3700,3942,3294,3817,2804,2324,2979
Rgs11,79,106,66,124,127,117,140
Rgs12,234,240,265,224,251,164,261
Rgs13,0,0,0,1,0,0,0
Rgs14,2426,3067,2433,2830,2320,2240,2248
Rgs16,2923,2015,2853,2107,5173,3000,3870
Rgs17,0,0,0,0,0,0,0
Rgs18,5,1,0,2,0,0,0
Rgs19,1251,1539,1260,1392,1157,1012,1062
Rgs2,312,377,307,350,2047,1827,1149
Rgs20,0,0,2,0,0,0,1
Rgs21,0,0,0,0,0,0,0
Rgs3,3248,3136,2895,3058,4184,4421,4560
Rgs4,0,0,0,0,5,6,3
Rgs6,2,0,0,0,0,0,0
Rgs7bp,1,0,0,0,0,0,0
Rgs8,272,180,231,193,184,86,199
Rgs9,513,203,287,238,451,300,406
Rgs9bp,14,4,9,11,8,8,11
Rgsl1,0,1,0,0,0,0,0
Rhag,0,3,1,0,0,1,0
Rhbdd1,1133,1003,1053,835,646,527,729
Rhbdd2,782,804,745,760,807,714,933
Rhbdd3,155,181,158,167,214,156,195
Rhbdf1,110,75,103,62,142,101,113
Rhbdf2,335,314,285,335,307,254,324
Rhbdl1,22,31,19,23,32,38,35
Rhbdl2,3,0,2,2,1,0,2
Rhbdl3,273,301,319,376,305,308,294
Rhbg,0,0,0,1,0,1,0
Rhcg,0,0,0,0,0,0,0
Rhd,3,1,1,1,0,0,0
Rheb,992,989,958,971,1023,871,976
Rhebl1,95,105,106,114,101,70,95
Rhno1,647,693,658,626,629,604,686
Rho,1,0,0,3,2,1,10
Rhoa,5683,6633,5738,5987,4295,3975,4497
Rhoay-ps3,0,0,0,0,0,0,0
Rhob,214,233,257,179,1127,1151,630
Rhobtb1,2,1,0,1,1,0,0
Rhobtb2,898,998,815,976,852,802,861
Rhobtb3,0,0,0,1,0,0,0
Rhoc,45,42,22,38,17,23,17
Rhod,82,105,61,67,79,46,52
Rhof,2989,3340,3117,3106,2529,2558,2452
Rhog,3156,4035,3321,3546,2375,2199,2395
Rhoh,4547,4848,3968,4333,4369,4101,4255
Rhoj,1,0,0,0,0,1,0
Rhoq,32,35,36,67,30,33,18
Rhot1,905,937,853,871,852,832,906
Rhot2,911,1012,836,949,962,875,961
Rhou,3,0,1,1,0,0,0
Rhov,8,11,8,2,9,14,6
Rhox5,1,0,2,1,6,2,2
Rhpn1,0,0,0,0,0,0,0
Rhpn2,1,0,0,0,3,0,1
Rian,196,246,219,111,238,113,422
Ribc1,26,14,13,19,18,7,11
Ric1,1490,1285,1518,1509,1678,1462,1745
Ric3,31,28,33,20,24,39,48
Ric8,2216,2560,2266,2178,1896,1704,1950
Ric8b,538,506,560,534,638,580,654
Rictor,2741,1984,2497,2400,3063,2577,3281
Rif1,2400,1959,2234,2201,2100,1980,2244
Riiad1,10,6,7,6,13,10,13
Rilp,3,4,7,9,4,3,8
Rilpl1,120,85,75,63,54,71,81
Rilpl2,2773,2874,2913,2492,2207,2034,2410
Rimbp3,3,4,2,1,4,4,4
Rimkla,13,25,17,24,44,53,36
Rimklb,1,0,3,2,2,0,1
Rims2,0,1,6,0,0,0,2
Rims3,243,158,179,121,136,150,138
Rims4,0,0,0,0,0,1,0
Rin1,12,11,14,29,30,20,41
Rin2,728,627,845,704,619,10,595
Rin3,3737,4366,4198,4328,4437,4296,4943
Ring1,853,866,775,771,672,637,762
Rinl,6816,8046,7119,7820,9257,8190,9933
Rint1,457,467,456,447,546,515,625
Riok1,812,882,821,912,841,817,974
Riok2,669,690,628,645,592,569,657
Riok3,2145,2202,2188,2333,2020,1767,2155
Ripk1,936,948,1006,934,938,793,915
Ripk2,723,680,680,599,495,494,600
Ripk3,682,815,688,742,581,643,608
Ripk4,29,15,24,10,50,19,29
Ripply1,0,0,0,0,0,0,0
Ripply3,11,12,8,7,4,8,8
Rit1,663,743,712,645,503,416,551
Rita1,85,114,74,95,76,64,89
Rlbp1,0,0,1,0,0,0,0
Rlf,1661,1704,2023,1870,1967,1628,1911
Rlim,1959,1925,1954,1999,1633,1528,1776
Rln3,218,250,165,88,126,152,89
Rltpr,4308,4708,4320,4996,5572,5014,5444
Rmdn1,138,150,113,122,152,106,163
Rmdn2,44,45,32,48,45,24,31
Rmdn3,369,391,373,398,376,299,407
Rmi1,256,286,230,247,198,248,252
Rmi2,90,83,87,90,76,66,82
Rmnd1,371,382,328,405,413,395,472
Rmnd5a,3789,3231,3560,3513,3034,2895,3172
Rmnd5b,880,990,850,923,736,730,732
Rmrp,1,2,2,4,10,11,3
Rn18s-rs5,5,9,4,4,6,6,4
