gene_name,TC1-Tfh,TC2-Tfh,TC4-Tfh,TC1-Tn,TC2-Tn,TC4-Tn
Mir6538,0,0,0,0,1,0
Mir6546,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0
Mir669h,0,0,0,0,0,1
Mir669i,0,0,0,1,1,1
Mir669n,0,0,0,0,0,1
Mir674,0,0,0,0,0,1
Mir687,0,0,0,0,1,0
Mir6897,1,1,1,1,1,1
Mir6898,0,0,0,0,0,1
Mir6899,0,0,0,0,0,0
Mir6900,1,0,0,0,0,0
Mir6903,0,0,0,0,0,0
Mir6904,0,4,4,3,1,0
Mir6905,5,1,2,4,4,0
Mir6907,8,3,5,4,5,6
Mir6908,0,0,0,0,1,0
Mir6909,0,0,1,0,0,0
Mir6910,0,2,1,1,3,1
Mir6911,1,0,0,2,0,0
Mir6912,2,0,0,2,1,3
Mir6913,0,0,1,0,0,1
Mir6914,0,0,0,0,0,0
Mir6916,1,0,1,0,1,0
Mir6918,1,0,0,0,0,0
Mir692-1,0,0,2,0,0,0
Mir692-2,0,0,0,0,0,0
Mir6921,1,0,0,1,0,0
Mir6927,1,3,0,0,1,0
Mir6929,2,0,3,0,0,0
Mir693,0,0,0,0,0,0
Mir6931,0,0,0,0,1,1
Mir6932,0,0,0,0,0,0
Mir6937,0,0,0,0,0,0
Mir6938,0,0,2,1,0,1
Mir6939,0,2,0,2,0,0
Mir6941,0,0,0,0,1,0
Mir6942,3,7,7,14,3,6
Mir6943,0,0,0,0,1,2
Mir6946,0,1,2,4,0,1
Mir6951,0,0,1,0,2,3
Mir6953,0,0,0,0,0,1
Mir6955,7,9,10,11,15,7
Mir6957,1,1,1,4,5,6
Mir6959,1,0,0,1,0,0
Mir6961,0,0,0,0,0,0
Mir6963,0,0,0,0,0,0
Mir6965,0,0,0,0,1,0
Mir6968,1,3,1,4,4,1
Mir697,4,8,7,7,5,3
Mir6973a,18,20,31,37,22,41
Mir6974,0,1,2,0,0,1
Mir6975,0,0,3,2,0,2
Mir6979,0,0,0,1,0,0
Mir6981,0,0,0,0,0,0
Mir6984,0,1,0,0,0,0
Mir6986,0,0,1,0,1,0
Mir6987,0,1,0,0,0,0
Mir6988,2,0,1,0,0,0
Mir6989,0,0,0,0,0,0
Mir6991,0,0,0,0,0,0
Mir6993,0,0,0,1,0,0
Mir6995,0,0,0,0,1,0
Mir6996,2,0,4,1,0,1
Mir6997,0,0,0,0,1,0
Mir6998,4,0,1,0,0,3
Mir6999,61,47,64,3,4,4
Mir7-1,25,15,4,17,14,11
Mir700,0,0,0,0,0,0
Mir7000,1,0,0,0,0,0
Mir7001,9,9,11,1,3,3
Mir7006,0,1,0,0,0,0
Mir7007,0,0,1,0,0,0
Mir7008,0,0,0,0,0,0
Mir701,0,0,0,0,0,0
Mir7010,0,1,0,0,0,0
Mir7013,3,1,3,2,0,1
Mir7016,3,2,3,0,2,0
Mir7017,2,0,1,0,2,1
Mir7020,0,0,0,0,0,0
Mir7022,1,0,0,0,0,0
Mir7024,1,2,1,2,0,3
Mir7026,4,0,6,3,3,2
Mir7027,11,6,10,8,9,6
Mir7028,0,0,1,0,1,0
Mir7030,1,5,7,3,6,7
Mir7031,0,1,0,1,0,0
Mir7033,0,0,0,0,0,1
Mir7034,0,0,1,0,0,0
Mir7038,0,0,0,0,0,0
Mir704,4,3,1,0,1,3
Mir7041,8,7,4,0,2,1
Mir7044,0,0,0,0,0,0
Mir7048,0,7,3,4,4,6
Mir7049,0,1,0,0,1,0
Mir7051,3,1,2,2,0,0
Mir7052,1,3,3,6,0,0
Mir7053,1,1,0,1,0,0
Mir7054,1,0,0,1,1,1
Mir7056,0,0,0,0,0,0
Mir7058,0,0,0,0,0,0
Mir7059,2,6,4,2,1,5
Mir706,0,0,0,0,0,0
Mir7060,3,0,1,0,0,0
Mir7063,1,2,2,4,2,2
Mir7064,0,0,0,0,0,0
Mir7065,0,0,1,0,0,0
Mir7067,1,1,4,1,5,6
Mir7069,0,1,1,0,1,0
Mir7072,2,5,6,2,2,0
Mir7074,0,1,0,0,0,0
Mir7077,0,0,0,0,0,0
Mir7078,3,2,1,2,3,2
Mir7081,1,1,2,1,1,1
Mir7082,1,0,0,1,1,0
Mir7085,0,1,1,0,0,0
Mir7086,1,0,0,0,1,0
Mir7087,3,4,0,7,4,5
Mir7089,1,1,1,0,0,0
Mir709,6,0,6,0,2,3
Mir7093,1,0,0,0,0,0
Mir719,0,0,0,0,0,0
Mir7212,0,0,0,0,0,0
Mir7213,0,0,0,0,0,0
Mir7224,0,0,0,0,0,0
Mir7237,5,1,7,5,1,5
Mir744,0,0,0,0,0,0
Mir7578,1,1,0,0,0,0
Mir762,1,1,1,1,0,0
Mir7647,2,0,1,0,0,1
Mir7651,3,0,4,1,1,3
Mir7655,0,1,0,0,1,0
Mir7656,0,0,0,1,0,0
Mir7659,0,0,0,0,0,0
Mir7660,0,1,0,0,1,0
Mir7663,2,0,2,1,1,0
Mir7664,1,2,4,0,2,0
Mir7665,0,0,0,0,0,0
Mir7666,0,1,1,2,0,0
Mir7668,0,0,0,0,0,0
Mir7669,3,3,2,0,4,1
Mir7671,1,1,0,6,4,4
Mir7674,2,3,5,0,3,1
Mir7675,0,0,0,0,4,1
Mir7678,0,0,0,0,0,0
Mir7679,2,1,3,1,2,0
Mir7687,0,0,0,0,0,0
Mir7688,0,0,0,0,0,0
Mir8090,0,0,0,0,0,0
Mir8091,10,11,7,20,19,19
Mir8094,21,13,15,21,19,22
Mir8095,0,0,0,0,0,0
Mir8096,0,4,0,0,0,1
Mir8100,0,1,0,0,0,0
Mir8102,1,1,1,1,0,1
Mir8103,6,1,3,2,0,0
Mir8105,0,0,0,0,0,0
Mir8107,0,1,0,1,0,0
Mir8111,0,0,1,0,0,0
Mir8112,7,10,5,8,4,7
Mir8116,0,0,1,0,0,0
Mir8118,0,0,0,0,0,0
Mir8119,9,8,16,6,11,11
Mir8120,0,1,0,0,0,0
Mir874,2,0,1,0,1,0
Mir877,0,0,0,0,0,0
Mir92-2,0,0,0,0,0,0
Mir92b,0,0,0,0,0,0
Mir99ahg,1,0,1,0,0,0
Mir99b,0,1,0,1,0,0
Mirg,13,5,22,0,0,0
Mirlet7a-1,0,0,0,0,0,0
Mirlet7b,0,0,0,0,0,0
Mirlet7c-2,0,0,0,0,1,2
Mirlet7g,0,0,0,0,0,0
Mirlet7i,0,1,0,1,1,1
Mis12,821,750,905,856,744,928
Mis18a,277,255,289,331,253,292
Mis18bp1,15,20,24,11,12,8
Misp,0,0,0,0,0,0
Mitd1,674,581,730,926,806,1005
Mitf,38,32,35,61,70,63
Mixl1,0,0,0,0,0,0
Mki67,776,824,940,30,37,54
Mkks,242,207,254,314,305,382
Mkl1,3538,3468,3789,5110,4589,5057
Mkl2,1087,1036,1201,771,712,794
Mkln1,1772,1715,2013,2029,1880,2040
Mkln1os,0,4,4,7,4,7
Mknk1,1131,1018,1147,1455,1340,1382
Mknk2,5773,5220,5283,8917,7072,8538
Mkrn1,2170,1868,2265,1922,1524,1781
Mkrn1-ps1,1,0,0,0,0,0
Mkrn2,538,435,617,490,462,510
Mkrn2os,0,1,0,0,0,0
Mkrn3,2,1,0,0,0,1
Mks1,444,363,494,462,371,485
Mkx,0,0,0,0,0,0
Mlana,0,0,0,0,0,0
Mlc1,0,0,0,0,0,0
Mlec,4290,4385,4349,6967,6067,7345
Mlf1,3,6,4,0,0,0
Mlf2,1721,1427,1674,1577,1315,1548
Mlh1,625,629,785,832,718,891
Mlh3,533,449,642,604,453,671
Mlip,0,0,0,0,0,0
Mlkl,38,40,23,4,4,3
Mllt1,1370,1185,1452,1327,1298,1327
Mllt10,1788,1621,1819,2691,2415,2596
Mllt11,192,162,238,230,158,242
Mllt3,2263,2212,2390,2451,2078,2564
Mllt4,89,137,156,27,63,77
Mllt6,13249,12228,12725,14334,12895,13705
Mlph,1,0,0,0,1,0
Mlst8,455,463,473,839,768,848
Mlx,963,851,1026,1187,1192,1223
Mlxip,4561,4159,4965,4018,3667,4162
Mlxipl,3,4,2,0,0,3
Mlycd,456,372,499,435,353,461
Mmaa,161,146,197,155,139,204
Mmab,247,214,267,331,265,372
Mmachc,112,122,124,142,93,118
Mmadhc,623,523,649,597,540,575
Mmd,3163,2477,3597,465,396,390
Mmel1,0,0,0,0,0,0
Mmgt1,519,490,566,505,415,506
Mmgt2,316,327,347,330,286,346
Mmp10,6,8,1,0,0,0
Mmp11,15,16,18,33,39,38
Mmp12,0,0,0,0,0,0
Mmp13,0,0,0,0,0,0
Mmp14,93,93,123,5,22,21
Mmp15,48,31,43,121,83,102
Mmp16,0,0,0,0,0,0
Mmp17,14,15,9,33,26,32
Mmp19,2,2,2,4,3,3
Mmp1a,0,0,0,0,0,0
Mmp2,0,0,0,0,0,0
Mmp20,0,0,2,0,0,0
Mmp21,0,1,0,0,0,0
Mmp23,5,3,8,11,13,17
Mmp24,1,2,4,0,0,0
Mmp25,0,0,1,1,1,3
Mmp27,0,0,0,0,0,0
Mmp28,0,0,0,0,0,0
Mmp7,0,0,0,0,0,0
Mmp8,0,0,0,0,0,0
Mmp9,36,100,39,3,1,7
Mmrn1,0,0,0,0,0,0
Mmrn2,12,5,6,0,1,1
Mms19,2913,2577,3271,2968,2838,3124
Mms22l,262,260,311,172,126,172
Mn1,0,0,0,17,14,16
Mnat1,178,136,204,236,190,241
Mnd1,6,4,6,0,1,2
Mnd1-ps,0,0,0,0,0,0
Mnda,39,37,49,1,0,0
Mndal,5352,5688,6346,6303,5696,6427
Mns1,195,234,185,264,168,211
Mnt,1289,1087,1311,1385,1252,1496
Moap1,0,2,0,0,0,1
Mob1a,6301,5403,6466,5953,4920,5491
Mob1b,1232,1274,1217,980,916,874
Mob2,594,534,672,691,605,662
Mob3a,3956,3661,3882,4967,4032,4710
Mob3b,57,59,61,366,322,386
Mob3c,386,394,443,497,491,535
Mob4,934,882,983,944,839,928
Mobp,0,0,0,0,0,0
Mocos,149,153,151,49,41,34
Mocs1,325,301,375,406,360,425
Mocs2,244,239,251,294,268,325
Mocs3,146,137,135,161,139,169
Mogat1,9,5,4,4,3,2
Mogat2,0,2,0,0,0,0
Mogs,2445,2197,2654,2052,1722,1933
Mok,1,0,2,0,0,0
Mon1a,571,530,623,640,549,626
Mon1b,1344,1294,1494,1110,992,1208
Mon2,2879,2640,3031,3390,2829,3138
Morc1,3,0,0,0,0,0
Morc2a,1461,1330,1541,1634,1494,1657
Morc3,1855,1723,1938,2574,2241,2712
Morc4,0,0,0,0,0,0
Morf4l1,1853,1653,2034,1844,1582,1834
Morf4l2,1084,1021,980,1240,1265,1054
Morn1,72,60,72,6,12,5
Morn2,28,18,23,3,3,0
Morn3,0,0,0,2,0,5
Morn4,20,19,31,3,5,6
Morn5,0,0,0,0,0,0
Mos,0,0,0,0,0,1
Mospd1,128,135,123,168,139,184
Mospd2,235,219,272,245,188,245
Mospd3,678,647,674,813,738,794
Mospd4,0,0,1,0,1,0
Mov10,1196,1153,1314,1419,1365,1641
Moxd1,7,4,3,0,0,0
Moxd2,2,2,3,1,0,4
Mpc1,189,168,202,234,197,225
Mpc1-ps,29,30,28,34,32,42
Mpc2,353,294,333,343,280,337
Mpdu1,583,532,587,783,653,749
Mpdz,0,0,0,0,0,0
Mpeg1,35,19,66,2,1,0
Mpg,305,246,332,276,224,255
Mphosph10,581,519,607,838,682,771
Mphosph6,614,412,542,190,168,208
Mphosph8,1007,1042,1045,892,807,929
Mphosph9,979,941,1056,1428,1398,1531
Mpi,162,163,177,264,203,288
Mpl,1,0,1,0,0,0
Mplkip,166,160,195,282,259,320
Mpnd,699,563,680,1218,1036,1140
Mpo,3,2,0,4,6,0
Mpp1,1024,1086,1073,1212,1047,1106
Mpp2,436,531,541,45,59,40
Mpp3,0,0,0,0,0,0
Mpp4,17,15,12,22,20,25
Mpp5,420,423,453,444,414,467
Mpp6,284,263,299,473,428,464
Mpp7,155,178,167,113,122,161
Mppe1,1313,1227,1474,1480,1261,1477
Mpped2,0,0,0,0,0,0
Mprip,3414,3449,4025,2385,2324,2599
Mpst,407,354,458,425,331,422
Mpv17,324,265,327,221,209,248
Mpv17l,7,5,12,2,2,4
Mpv17l2,294,233,290,322,267,326
Mpz,0,0,0,0,1,0
Mpzl1,11,5,8,3,4,2
Mpzl2,3,0,8,0,0,0
Mpzl3,574,465,616,402,348,440
Mr1,731,652,745,440,379,433
Mrap,0,0,0,0,0,1
Mrap2,2,0,1,0,0,0
Mras,0,0,1,0,0,0
Mrc1,0,1,0,0,1,0
Mrc2,0,0,0,1,0,0
Mre11a,833,788,862,909,754,965
Mreg,1,1,0,0,0,0
Mrfap1,1616,1431,1603,1207,1076,1253
Mrgbp,912,829,990,1167,1046,1170
Mrgpra2b,0,0,0,0,0,0
Mrgprb3,3,0,1,0,0,0
Mrgpre,340,334,377,37,31,39
Mri1,659,519,641,955,711,775
Mrip-ps,4,4,4,4,2,1
Mrln,0,0,1,0,0,1
Mrm1,273,216,312,498,365,364
Mro,0,2,0,0,1,3
Mroh1,2387,2108,2788,1849,1680,1963
Mroh2a,1,4,0,2,3,0
Mroh3,1,0,0,0,0,0
Mroh5,0,0,0,0,0,0
Mroh6,13,7,15,2,6,8
Mroh7,2,2,1,1,0,0
Mroh8,0,2,5,4,6,9
Mrpl1,289,254,305,246,238,266
Mrpl10,867,729,969,920,812,979
Mrpl11,241,219,276,367,258,330
Mrpl12,419,334,404,584,472,481
Mrpl13,434,373,486,360,279,376
Mrpl14,162,137,159,161,156,169
Mrpl15,620,563,614,711,636,726
Mrpl16,240,190,267,243,182,271
Mrpl17,262,225,299,299,222,259
Mrpl18,477,420,537,571,467,552
Mrpl19,443,408,534,575,486,576
Mrpl2,336,260,313,398,341,393
Mrpl20,250,253,231,335,274,303
Mrpl21,327,270,401,361,319,420
Mrpl22,196,153,196,266,242,245
Mrpl23,125,94,93,136,129,107
Mrpl23-ps1,0,0,2,6,8,7
Mrpl24,2472,2276,2485,3074,2666,2871
Mrpl27,182,141,200,198,160,216
Mrpl28,308,303,352,436,431,438
Mrpl3,738,666,825,813,673,859
Mrpl30,500,401,544,953,802,898
Mrpl32,299,299,345,373,289,358
Mrpl33,534,460,552,657,516,732
Mrpl34,179,142,174,218,165,209
Mrpl35,260,210,302,279,250,331
Mrpl36,279,225,310,364,284,342
Mrpl37,984,942,1103,1101,1048,1109
Mrpl38,591,505,613,727,689,656
Mrpl39,536,466,565,524,458,559
Mrpl4,663,593,660,716,631,654
Mrpl40,349,290,409,415,309,382
Mrpl41,300,275,292,316,254,309
Mrpl42,369,311,380,390,328,413
Mrpl43,397,342,385,445,382,400
Mrpl44,338,274,356,383,316,317
Mrpl45,443,399,475,416,310,388
Mrpl46,268,232,270,311,243,303
Mrpl47,177,178,239,238,199,220
Mrpl48,189,197,243,287,233,249
Mrpl48-ps,1,1,1,0,0,0
Mrpl49,341,267,379,501,384,487
Mrpl50,309,267,363,395,267,366
Mrpl51,293,246,306,271,256,284
Mrpl52,738,599,780,517,459,518
Mrpl53,2,0,1,2,1,3
Mrpl54,249,206,292,239,199,233
Mrpl55,145,140,174,182,140,193
Mrpl57,236,197,238,290,222,291
Mrpl9,937,757,905,1170,1045,1130
Mrps10,295,316,335,415,428,441
Mrps11,281,284,358,321,324,323
Mrps12,205,159,238,267,212,249
Mrps14,310,255,304,384,390,382
Mrps15,455,414,570,644,541,599
Mrps16,369,308,378,470,323,377
Mrps17,631,552,688,916,757,916
Mrps18a,490,378,457,482,475,491
Mrps18b,236,189,238,388,293,341
Mrps18c,178,157,167,242,203,205
Mrps2,552,407,550,548,458,564
Mrps21,254,271,294,269,255,306
Mrps22,166,138,173,204,184,202
Mrps23,692,568,726,839,677,809
Mrps24,343,319,374,509,433,511
Mrps25,229,200,221,305,249,318
Mrps26,575,446,559,776,676,761
Mrps27,306,240,352,381,303,325
Mrps28,85,50,68,137,111,138
Mrps30,376,366,383,509,421,453
Mrps31,229,197,260,242,225,274
Mrps33,84,85,89,124,106,111
Mrps34,445,334,438,553,412,514
Mrps35,404,400,462,534,462,549
Mrps36,41,39,45,46,26,49
Mrps36-ps1,1,0,1,0,2,1
Mrps36-ps2,0,0,0,0,0,1
Mrps5,615,538,755,854,759,993
Mrps6,559,471,613,273,259,236
Mrps7,507,445,517,548,464,506
Mrps9,774,698,829,844,812,878
Mrrf,204,163,200,221,195,242
Mrs2,520,484,544,619,529,615
Mrto4,284,275,327,490,450,546
Mrvi1,11,13,6,109,103,125
Ms4a1,7,5,4,0,1,2
Ms4a14,0,0,0,0,0,0
Ms4a15,0,0,0,0,0,2
Ms4a2,0,0,0,0,0,0
Ms4a3,0,0,0,0,0,0
Ms4a4a,3,4,5,10,7,20
Ms4a4b,5752,6058,6266,13640,10558,13187
Ms4a4c,91,132,163,179,161,226
Ms4a4d,27,24,25,28,32,21
Ms4a6b,8983,8720,9114,17695,14401,16380
Ms4a6c,312,333,346,605,598,800
Ms4a6d,165,109,152,52,30,26
Ms4a7,0,0,0,0,0,0
Ms4a8a,2,3,1,2,0,0
Msantd1,46,53,67,56,49,54
Msantd2,503,484,538,606,556,624
Msantd3,0,0,0,0,0,0
Msantd4,653,534,751,414,362,417
Msc,10,1,2,0,0,0
Msgn1,0,1,1,5,2,9
Msh2,1173,1028,1325,1629,1391,1581
Msh3,833,639,871,848,764,781
Msh4,1,0,0,2,0,3
Msh5,47,73,47,72,82,73
Msh6,1726,1473,1738,1687,1399,1677
Msi1,0,0,1,0,0,0
Msi2,3674,3144,3820,1654,1479,1614
Msl1,3603,3428,3779,4370,3735,4132
Msl2,4083,3816,4453,5066,4374,5198
Msl3,675,627,746,665,546,674
Msl3l2,454,363,403,152,110,135
Msln,0,0,0,0,0,0
Mslnl,5,4,0,3,2,4
Msmo1,280,293,348,552,557,612
Msmp,0,0,0,1,0,0
Msn,19180,17064,19678,31767,26397,29751
Msr1,0,0,0,0,0,0
Msra,294,228,304,303,252,326
Msrb1,181,158,170,286,244,314
Msrb2,167,144,154,190,176,231
Msrb3,29,20,16,3,1,1
Mss51,64,63,96,135,117,158
Mst1,14,13,11,13,7,14
Mst1r,3,1,2,6,5,1
Mstn,12,8,12,0,0,0
Msto1,444,418,450,346,367,338
Msx1,0,0,0,0,0,0
Msx2,0,0,0,0,0,0
Msx3,0,0,0,0,0,0
Mt1,4,3,3,0,1,0
Mt2,1,1,3,0,0,0
Mt3,6,1,1,0,0,0
Mt4,0,0,0,0,0,0
Mta1,2158,2001,2215,2670,2384,2724
Mta2,6191,5576,6156,6077,5299,5644
Mta3,1495,1358,1477,1547,1277,1443
Mtag2,1,0,1,3,4,0
Mtap,663,654,738,1003,818,913
Mtap7d3,2,1,11,0,1,0
Mtbp,580,388,558,259,181,260
Mtch1,970,868,1055,764,692,825
Mtch2,981,887,1051,907,854,902
Mtcl1,2,3,3,0,1,0
Mtcp1,415,405,492,410,302,439
Mtdh,2192,2157,2195,2369,2235,2394
Mterf1a,114,81,137,115,87,101
Mterf1b,52,38,63,38,36,70
Mterf2,167,154,205,182,163,195
Mterf3,855,841,937,904,862,965
Mterf4,246,172,191,194,179,201
Mtf1,775,721,789,933,815,893
Mtf2,1619,1546,1633,1471,1393,1598
Mtfmt,614,601,696,643,592,688
Mtfp1,27,15,19,20,10,17
Mtfr1,559,491,566,627,576,619
Mtfr1l,1231,1016,1259,1391,1149,1383
Mtfr2,7,6,23,12,10,12
Mtg1,190,153,214,314,198,298
Mtg2,903,714,853,808,760,874
Mthfd1,661,648,717,1138,1051,1128
Mthfd1l,857,813,911,1103,929,954
Mthfd2,1022,775,930,1148,839,991
Mthfd2l,75,80,87,61,47,53
Mthfr,732,650,815,808,684,815
Mthfr-ps1,1,0,0,0,0,0
Mthfs,87,71,87,31,25,30
Mthfsd,471,393,565,466,365,514
Mthfsl,256,234,296,106,104,133
Mtif2,700,713,818,626,540,654
Mtif3,31,39,45,55,30,48
Mtl5,2,1,1,1,0,1
Mtm1,201,204,200,227,208,206
Mtmr1,1001,985,1113,1274,1068,1225
Mtmr10,220,213,276,325,296,341
Mtmr11,119,111,151,3,8,12
Mtmr12,2312,2154,2347,2145,1950,2066
Mtmr14,563,444,566,623,598,630
Mtmr2,993,852,990,1109,1009,1105
Mtmr3,4635,4013,4867,4074,3429,3751
Mtmr4,1508,1178,1562,1397,1251,1522
Mtmr6,1619,1477,1684,1949,1682,1649
Mtmr7,213,165,240,4,4,5
Mtmr9,466,383,480,448,378,523
Mtnr1a,0,0,0,0,0,0
Mto1,328,284,368,436,414,474
Mtor,1536,1336,1680,1668,1496,1830
Mtpap,771,725,893,848,753,913
Mtpn,2176,2062,2258,2812,2279,2715
Mtr,814,701,813,970,853,1058
Mtrf1,66,48,77,48,27,47
Mtrf1l,274,287,304,275,243,342
Mtrr,356,363,393,580,534,576
Mtss1,524,431,524,1820,1671,1947
Mtss1l,96,59,84,24,18,33
Mttp,36,29,26,30,36,54
Mturn,1000,860,1095,1277,996,1333
Mtus1,1449,1363,1523,2876,2415,2798
Mtus2,56,64,85,68,68,83
Mtx1,503,513,564,531,539,533
Mtx2,452,396,479,415,328,337
Mtx3,673,564,719,582,463,585
Muc1,39,21,43,15,17,14
Muc13,3,4,1,0,5,1
Muc15,0,0,0,0,0,0
Muc16,99,54,126,0,0,1
Muc2,3,0,2,1,7,3
Muc20,29,27,22,0,0,0
Muc3,1,0,0,0,0,0
Muc3a,46,52,25,61,69,46
Muc4,6,10,3,0,0,0
Muc5ac,0,0,2,0,0,0
Muc5b,0,0,0,0,0,0
Muc6,0,0,0,0,0,0
Mul1,399,343,411,320,282,333
Mum1,2604,2642,2803,3480,3494,3667
Mum1l1,0,0,0,0,0,0
Mup-ps22,0,0,0,3,2,5
Mup6,0,0,1,0,0,0
Mus81,643,596,799,849,819,1007
Mustn1,32,22,34,32,34,44
Mut,323,326,376,415,367,465
Mutyh,176,179,210,301,276,312
Mvb12a,552,431,542,420,314,368
Mvb12b,1027,1214,1336,552,450,566
Mvd,70,65,57,355,342,329
Mvk,128,128,136,289,257,266
Mvp,1106,879,1140,695,562,702
Mx1,312,277,351,73,33,69
Mx2,80,65,86,62,59,85
Mxd1,497,421,473,673,578,637
Mxd3,7,11,14,2,2,2
Mxd4,6075,6546,5639,2959,2897,2966
Mxi1,497,388,537,396,312,407
Mxra7,2,0,0,1,0,2
Mxra8,20,21,21,6,9,14
Mxra8os,0,0,0,0,0,0
Myadm,63,76,73,2,0,3
Myadml2,1,0,0,0,1,2
Myadml2os,0,0,0,0,1,0
Myb,499,766,512,582,747,920
Mybbp1a,2664,2418,2720,4737,4047,4421
Mybl1,21,24,24,17,15,20
Mybl2,38,28,35,39,32,28
Mybpc1,8,7,9,0,0,0
Mybpc2,1,0,1,0,0,0
Mybpc3,0,0,0,1,0,0
Mybph,7,2,4,0,0,0
Mybphl,0,0,0,0,0,0
Myc,492,499,440,2245,2165,1804
Mycbp,101,90,65,140,107,132
Mycbp2,10629,10328,11942,15778,14288,17247
Mycbpap,0,0,0,2,0,1
Mycl,7,4,11,1,0,0
Mycn,0,0,0,0,2,1
Myct1,0,0,0,0,0,0
Myd88,1069,882,1064,1531,1298,1350
Mydgf,532,423,553,484,440,463
Myef2,888,726,895,736,621,779
Myeov2,329,297,371,480,384,446
Myg1,639,564,632,685,665,693
Myh1,0,0,0,0,0,0
Myh10,18,17,22,4,10,10
Myh11,0,4,5,3,0,1
Myh13,3,4,11,0,0,1
Myh14,0,0,1,2,0,0
Myh15,0,1,0,0,2,0
Myh3,325,258,437,5,0,1
Myh6,0,0,0,0,0,0
Myh7,1,0,0,1,0,0
Myh7b,0,0,3,0,0,0
Myh9,40034,36259,42286,46328,41823,47717
Myl1,0,0,0,0,0,0
Myl10,3,0,2,23,12,13
Myl12a,3118,2713,3201,4164,3518,4049
Myl12b,4805,4166,4869,7019,5538,6608
Myl2,0,0,1,0,0,0
Myl3,0,0,0,0,0,0
Myl4,8,16,13,26,15,22
Myl6,3851,3267,3829,5150,4286,4863
Myl6b,14,12,13,3,9,6
Myl7,0,0,1,0,0,0
Myl9,0,0,0,0,0,0
Mylip,1156,859,1003,1595,1302,1484
Mylk,1,0,0,0,0,1
Mylk2,3,3,1,0,0,0
Mylk3,1,0,2,1,0,0
Mylk4,0,0,0,1,0,0
Mylpf,58,28,42,118,101,140
Mynn,767,769,859,782,772,868
Myo10,51,61,57,692,656,743
Myo15,2,2,2,10,9,10
Myo15b,1,2,0,1,2,5
Myo18a,3419,3259,3611,1793,1774,1806
Myo18b,0,0,0,0,6,8
Myo19,240,242,227,367,346,351
Myo1a,4,9,2,15,12,19
Myo1b,8,9,10,0,0,0
Myo1c,1755,1446,1737,470,360,390
Myo1d,164,116,178,20,12,14
Myo1e,1128,1239,1498,30,20,26
Myo1f,2156,1852,2088,38,16,24
Myo1g,5182,5171,5468,7435,7068,7383
Myo1h,1093,887,1349,59,38,69
Myo3b,635,600,619,15,9,13
Myo5a,1112,912,1078,735,631,692
Myo5b,0,0,0,3,4,3
Myo5c,5,3,8,25,12,21
Myo6,45,60,56,307,243,236
Myo7a,323,344,376,105,105,105
Myo7b,0,0,0,0,0,0
Myo9a,499,464,559,746,708,735
Myo9b,7324,6742,7510,7775,7081,7497
Myoc,0,1,2,0,0,0
Myocd,0,0,0,0,0,0
Myod1,0,0,1,0,0,0
Myof,0,0,0,0,0,0
Myom1,15,8,8,28,26,30
Myom2,0,2,0,0,0,0
Myom3,0,0,1,0,0,0
Myoz1,0,0,0,2,0,0
Mypn,1,1,0,1,0,0
Mypop,135,113,169,18,15,20
Mypopos,152,138,155,164,163,145
Myrf,0,0,0,0,0,0
Myrfl,1,0,0,5,2,8
Myrip,0,0,0,0,0,0
Mysm1,2139,2124,2358,2143,2138,2241
Myt1,2,0,1,0,0,0
Myzap,0,1,1,7,7,10
Mzb1,3,1,4,1,2,0
Mzf1,15,18,16,20,24,21
Mzt1,647,646,710,699,596,639
Mzt2,81,83,80,85,68,91
N28178,1,1,0,0,0,0
N4bp1,2130,1698,2113,1326,1226,1164
N4bp2,941,837,1005,1555,1426,1675
N4bp2l1,1680,1430,1693,1371,1141,1241
N4bp2l2,2501,2378,2732,2407,2280,2518
N4bp2os,8,5,12,22,21,14
N4bp3,109,132,150,82,71,67
N6amt1,205,202,263,279,243,353
N6amt2,182,156,221,247,178,251
NCBP2-AS2,60,50,61,93,85,91
Naa10,849,734,963,680,669,803
Naa11,0,0,0,0,0,0
Naa15,2098,2108,2311,2626,2366,2692
Naa16,1063,898,993,831,798,782
Naa20,729,529,691,446,370,413
Naa25,796,823,869,1189,1154,1270
Naa30,1414,1294,1371,1350,1244,1452
Naa35,1103,960,1191,797,621,778
Naa38,191,139,188,225,203,212
Naa40,956,971,1095,930,805,893
Naa50,1522,1411,1575,1698,1455,1653
Naa60,2029,1928,2057,2233,1856,2209
Naaa,210,234,238,197,165,201
Naalad2,0,0,0,0,1,0
Naaladl1,0,2,1,1,0,0
Nab1,2797,2058,2625,1983,1656,1733
Nab2,1532,1550,1648,1529,1416,1515
Nabp1,913,978,1072,1807,1605,2220
Nabp2,864,798,861,721,659,744
Naca,3865,3382,3878,6917,5278,6137
Nacad,0,0,0,0,0,0
Nacc1,2590,2333,2579,2269,1931,2021
Nacc2,28,26,35,207,157,251
Nadk,2401,2004,2293,2273,1856,2057
Nadk2,444,364,470,336,307,346
Nadsyn1,467,434,515,396,372,426
Nae1,1141,1063,1275,1211,1121,1149
Naf1,160,120,138,162,120,122
Naga,823,819,886,518,474,554
Nagk,200,134,195,119,99,110
Naglu,353,307,395,421,333,464
Nagpa,738,646,737,632,473,596
Nags,0,0,0,0,0,0
Naif1,195,185,227,209,151,195
Naip1,3,0,1,0,0,0
Naip2,938,889,1089,142,119,99
